list_name	name	label	region	province	cat	dealer	dealer1	dealer2	dealer3	dealer4	dealer5	dealer6	dealer7	dealer8	dealer9
brand	water_oral_pet_500ml	Oral PET 500ml			Water										
brand	water_provida_pet_250ml	Provida PET 250ml			Water										
brand	water_provida_pet_330ml	Provida PET 330ml			Water										
brand	water_provida_pet_500ml	Provida PET 500ml			Water										
brand	water_provida_pet_1500ml	Provida PET 1.5L			Water										
brand	water_singha_pet_600ml	Singha Water PET 600ml			Water										
brand	water_singha_pet_1500ml	Singha Water PET 1.5L			Water										
brand	water_vital_pet_250ml	Vital PET 250ml			Water										
brand	water_vital_pet_350ml	Vital PET 350ml			Water										
brand	water_vital_pet_500ml	Vital PET 500ml			Water										
brand	water_vital_pet_1500ml	Vital PET 1.5L			Water										
brand	water_eragold_pet_300ml	Eragold PET 300ml			Water										
brand	water_eragold_pet_500ml	Eragold PET 500ml			Water										
brand	water_eragold_pet_1500ml	Eragold PET 1500ml			Water										
brand	water_bokor_pet_330ml	Bokor PET 330ml			Water										
brand	water_bokor_pet_500ml	Bokor PET 500ml			Water										
brand	water_bokor_pet_1500ml	Bokor PET 1500ml			Water										
brand	water_bokor_pet_2000ml	Bokor PET 2000ml			Water										
brand	water_ganzberg_pet_350ml	Ganzberg PET 350ml			Water										
brand	water_ganzberg_pet_500ml	Ganzberg PET 500ml			Water										
brand	water_ganzberg_pet_1500ml	Ganzberg PET 1500ml			Water										
brand	water_kulen_pet_330ml	Kulen PET 3300ml			Water										
brand	water_kulen_pet_500ml	Kulen PET 500ml			Water										
brand	water_kulen_pet_700ml	Kulen PET 700ml			Water										
brand	water_kulen_pet_1500ml	Kulen PET 1500ml			Water										
brand	water_kulen_pet_2000ml	Kulen PET 2000ml			Water										
brand	water_elan_pet_300ml	Elan PET 300ml			Water										
brand	water_elan_pet_500ml	Elan PET 500ml			Water										
brand	water_elan_pet_1500ml	Elan PET 1500ml			Water										
brand	water_ganzberg_pet_330ml	Ganzberg PET 330ml			Water										
brand	water_ganzberg_pet_500ml	Ganzberg PET 500ml			Water										
brand	water_ganzberg_pet_1500ml	Ganzberg PET 1500ml			Water										
